Id,Class,Year,Season,State,Follow Up
4379,Class A,2002,Spring,Minnesota,yes
4409,Class A,2002,Spring,Ohio,yes
4414,Class A,2002,Spring,Michigan,yes
4481,Class A,2002,Summer,Oregon,yes
4498,Class A,2002,Summer,Ohio,yes
4502,Class A,2002,Summer,Michigan,yes
4538,Class A,2002,Spring,New Mexico,yes
4637,Class B,2002,Summer,California,yes
4644,Class B,2002,Summer,Oregon,no
4650,Class B,2002,Summer,California,yes
4659,Class A,2002,Summer,Ohio,yes
4676,Class A,2002,Summer,North Carolina,no
4683,Class B,2002,Summer,New York,yes
4692,Class A,2002,Summer,Wyoming,yes
4735,Class A,2002,Summer,Wyoming,yes
4736,Class A,2002,Summer,Tennessee,yes
4738,Class A,2002,Summer,Washington,yes
4760,Class A,2002,Summer,Ohio,yes
416,,,,,no
4789,Class B,2002,Summer,Wisconsin,yes
4808,Class A,2002,Summer,Washington,no
4839,Class A,2002,Summer,South Carolina,yes
4846,Class A,2002,Summer,Oregon,yes
4885,Class B,2002,Summer,California,yes
4887,Class B,2002,Summer,California,yes
4897,Class B,2002,Summer,Colorado,yes
4917,Class B,2002,Summer,California,yes
4940,Class A,2002,Fall,Washington,yes
4985,Class B,2002,Fall,Washington,yes
4986,Class B,2002,Summer,New York,no
5047,Class B,2002,Fall,New York,no
5053,Class B,2002,Fall,Oregon,yes
5076,Class B,2002,Fall,Ohio,yes
5100,Class A,2002,Fall,Oregon,yes
5123,Class B,2002,Fall,Missouri,yes
5137,Class B,2002,Summer,Michigan,yes
5162,Class B,2002,Fall,Washington,yes
5176,Class B,2002,Fall,Washington,no
5249,Class B,2002,Summer,Washington,no
5251,Class B,2002,Fall,California,yes
5280,Class A,2002,Fall,Michigan,yes
5286,Class A,2002,Summer,Missouri,yes
5294,Class B,2002,Fall,California,yes
5316,Class A,2002,Fall,Arkansas,yes
5331,Class A,2002,Fall,Washington,yes
5342,Class B,2002,Fall,Arkansas,yes
5383,Class B,2002,Fall,California,no
5406,Class B,2002,Fall,Ohio,yes
5463,Class A,2002,Winter,California,yes
5505,Class A,2002,Fall,Oregon,yes
5507,Class A,2002,Fall,Wisconsin,yes
5515,Class B,2002,Fall,New York,no
5610,Class A,2002,Fall,Oregon,yes
5620,Class A,2002,Winter,Oklahoma,yes
5650,Class B,2002,Winter,Oregon,no
5681,Class A,2002,Fall,Oklahoma,yes
571,,,,,no
5725,Class B,2002,Fall,Washington,yes
5791,Class B,2002,Summer,California,yes
6020,Class B,2002,Spring,South Carolina,no
6037,Class B,2002,Fall,Wyoming,yes
6164,Class B,2002,Fall,Colorado,yes
6233,Class B,2002,Summer,New York,no
6303,Class A,2002,Summer,Washington,no
6583,Class B,2002,Summer,Texas,yes
43,,,,,no
42,,,,,no
6785,Class A,2002,Spring,Colorado,yes
6941,Class A,2002,Fall,Texas,yes
7036,Class A,2002,Fall,Colorado,yes
7038,Class B,2002,Fall,Washington,yes
7062,Class A,2002,Fall,Oklahoma,yes
7109,Class B,2002,Winter,Florida,yes
7363,Class B,2002,Summer,California,yes
7637,Class A,2002,Fall,California,yes
7669,Class B,2002,Summer,Texas,yes
7671,Class B,2002,Fall,Texas,yes
7909,Class B,2002,Fall,New York,yes
7932,Class A,2002,Winter,Ohio,yes
7939,Class B,2002,Summer,New York,yes
8227,Class A,2002,Winter,Oregon,yes
8392,Class A,2002,Summer,Oregon,yes
8549,Class B,2002,Winter,Texas,yes
9047,Class B,2002,Fall,Washington,yes
9231,Class B,2002,Fall,Washington,yes
9537,Class A,2002,Summer,Ohio,yes
9648,Class B,2002,Summer,California,yes
9850,Class B,2002,Fall,Washington,yes
10192,Class B,2002,Fall,Florida,yes
10266,Class A,2002,Fall,New Mexico,yes
10733,Class A,2002,Spring,Texas,yes
10913,Class A,2002,Fall,Arkansas,yes
11186,Class B,2002,Spring,Washington,yes
11948,Class B,2002,Fall,California,yes
12138,Class B,2002,Spring,Washington,yes
12542,Class A,2002,Spring,New Mexico,yes
12709,Class A,2002,Fall,New York,yes
13242,Class A,2002,Spring,Indiana,yes
14075,Class B,2002,Winter,North Carolina,yes
14953,Class B,2002,Spring,California,yes
15565,Class B,2002,Spring,New York,yes
16013,Class B,2002,Summer,Tennessee,yes
16489,Class B,2002,Fall,Ohio,yes
17388,Class B,2002,Fall,Ohio,yes
18033,Class B,2002,Spring,Alabama,yes
21807,Class B,2002,Summer,Washington,yes
22801,Class A,2002,Winter,Colorado,yes
22941,Class B,2002,Spring,Kentucky,yes
22996,Class A,2002,Summer,Oregon,yes
24127,Class A,2002,Fall,Michigan,yes
25339,Class B,2002,Summer,Washington,yes
26179,Class A,2002,Winter,Utah,yes
26255,Class A,2002,Summer,Washington,yes
26279,Class B,2002,Summer,West Virginia,yes
26353,Class B,2002,Spring,Washington,yes
28409,Class B,2002,Summer,Washington,yes
28781,Class A,2002,Summer,Washington,yes
28797,Class B,2002,Summer,Indiana,yes
30006,Class A,2002,Winter,Virginia,yes
30902,Class A,2002,Fall,Michigan,yes
37101,Class A,2002,Summer,Washington,yes
43402,Class B,2002,Fall,Alabama,yes
44644,Class B,2002,Summer,Illinois,yes
45423,Class A,2002,Spring,Washington,yes
82,,,,,no
50589,Class A,2002,Summer,West Virginia,yes
59520,Class B,2002,Summer,Arkansas,yes
5674,Class A,2003,Spring,Wyoming,yes
5881,Class A,2003,Winter,Kentucky,yes
5884,Class A,2003,Winter,Florida,yes
6186,Class B,2003,Spring,New Jersey,yes
6194,Class A,2003,Spring,Missouri,yes
6232,Class A,2003,Spring,Washington,no
6304,Class B,2003,Spring,California,yes
6309,Class A,2003,Spring,Washington,yes
6313,Class A,2003,Spring,Ohio,yes
6330,Class A,2003,Spring,Ohio,yes
6470,Class A,2003,Summer,Delaware,no
6513,Class A,2003,Summer,Oklahoma,yes
6520,Class B,2003,Summer,California,yes
6527,Class B,2003,Summer,Washington,yes
6538,Class B,2003,Spring,Colorado,yes
6559,Class B,2003,Summer,Washington,yes
6584,Class B,2003,Summer,Oregon,yes
727,,,,,no
6623,Class B,2003,Summer,New Hampshire,yes
6632,Class B,2003,Summer,Kentucky,yes
6638,Class A,2003,Summer,Tennessee,yes
6639,Class A,2003,Summer,California,yes
6668,Class B,2003,Summer,New Hampshire,yes
6722,Class A,2003,Summer,Ohio,yes
6734,Class B,2003,Summer,Oregon,yes
6806,Class A,2003,Summer,Washington,yes
6814,Class B,2003,Summer,Washington,yes
6854,Class B,2003,Summer,California,yes
6864,Class B,2003,Summer,Washington,yes
6868,Class B,2003,Summer,California,yes
6938,Class A,2003,Summer,Alabama,yes
6946,Class A,2003,Fall,California,yes
6950,Class A,2003,Fall,California,yes
6951,Class B,2003,Spring,Wyoming,yes
6990,Class B,2003,Fall,Washington,yes
7004,Class B,2003,Fall,Georgia,yes
7031,Class A,2003,Summer,Alabama,yes
7088,Class B,2003,Fall,Georgia,yes
7115,Class B,2003,Fall,California,yes
7117,Class A,2003,Fall,Washington,no
7159,Class B,2003,Fall,Tennessee,yes
7180,Class A,2003,Fall,Idaho,no
7181,Class B,2003,Spring,Michigan,yes
7215,Class A,2003,Summer,Tennessee,yes
7224,Class A,2003,Fall,Ohio,yes
7303,Class B,2003,Fall,Texas,yes
7331,Class B,2003,Fall,California,yes
7366,Class A,2003,Fall,Oregon,yes
7406,Class A,2003,Fall,Washington,yes
7408,Class A,2003,Fall,Michigan,yes
563,,,,,no
7416,Class B,2003,Summer,California,yes
7452,Class B,2003,Fall,California,yes
7473,Class A,2003,Winter,Oklahoma,yes
7504,Class A,2003,Spring,California,yes
7505,Class A,2003,Fall,Texas,yes
7537,Class A,2003,Winter,Oregon,no
7552,Class B,2003,Summer,Texas,yes
7604,Class B,2003,Winter,Texas,yes
7687,Class B,2003,Summer,Oregon,yes
7709,Class A,2003,Spring,Kansas,yes
7718,Class A,2003,Fall,Ohio,yes
7815,Class A,2003,Summer,Arkansas,yes
7884,Class A,2003,Fall,South Dakota,yes
7957,Class B,2003,Fall,Oregon,yes
7993,Class A,2003,Spring,Idaho,no
8026,Class B,2003,Winter,California,yes
288,,,,,no
8108,Class A,2003,Winter,Texas,yes
8121,Class A,2003,Fall,Wisconsin,yes
8197,Class B,2003,Summer,Washington,yes
8226,Class B,2003,Summer,California,yes
8234,Class B,2003,Summer,California,yes
8438,Class A,2003,Fall,Indiana,yes
8451,Class B,2003,Summer,Maryland,yes
8595,Class A,2003,Fall,California,yes
8650,Class B,2003,Summer,California,yes
8792,Class B,2003,Winter,Alaska,yes
8857,Class A,2003,Spring,Texas,yes
8921,Class B,2003,Fall,Alabama,yes
9447,Class B,2003,Spring,Washington,yes
9475,Class A,2003,Fall,South Carolina,yes
9567,Class A,2003,Winter,Louisiana,yes
9842,Class A,2003,Fall,Virginia,yes
10251,Class B,2003,Summer,Pennsylvania,yes
616,,,,,no
10265,Class A,2003,Spring,California,yes
10277,Class B,2003,Fall,Texas,yes
289,,,,,no
10330,Class A,2003,Winter,Ohio,yes
10904,Class A,2003,Fall,Michigan,yes
614,,,,,no
292,,,,,no
291,,,,,no
290,,,,,no
10948,Class B,2003,Summer,Washington,yes
10980,Class A,2003,Winter,California,yes
11121,Class B,2003,Summer,Illinois,yes
11168,Class A,2003,Fall,New Jersey,yes
11543,Class A,2003,Summer,Texas,yes
11589,Class A,2003,Fall,New Mexico,yes
11688,Class A,2003,Winter,New York,yes
11818,Class A,2003,Summer,Oregon,yes
11946,Class B,2003,Spring,Ohio,yes
12214,Class B,2003,Fall,Arizona,yes
12636,Class B,2003,Summer,Montana,yes
12640,Class B,2003,Fall,North Carolina,yes
13028,Class A,2003,Winter,Texas,yes
13212,Class B,2003,Fall,Virginia,yes
13419,Class A,2003,Fall,California,yes
13691,Class A,2003,Fall,South Dakota,yes
13961,Class B,2003,Summer,Florida,yes
14323,Class B,2003,Spring,California,yes
14354,Class A,2003,Spring,Florida,yes
14404,Class A,2003,Fall,Illinois,yes
14841,Class B,2003,Winter,Oregon,yes
15060,Class A,2003,Summer,Tennessee,yes
15107,Class B,2003,Fall,Virginia,yes
15347,Class A,2003,Fall,Illinois,yes
15457,Class A,2003,Fall,Georgia,yes
293,,,,,no
15969,Class B,2003,Summer,Ohio,yes
17265,Class B,2003,Spring,Utah,yes
17477,Class B,2003,Summer,Georgia,yes
18065,Class A,2003,Summer,Florida,yes
18793,Class B,2003,Summer,West Virginia,yes
18972,Class A,2003,Summer,Arkansas,yes
19350,Class B,2003,Summer,South Dakota,yes
19836,Class B,2003,Fall,New York,yes
19906,Class B,2003,Spring,Virginia,yes
21894,Class A,2003,Fall,West Virginia,yes
22475,Class A,2003,Summer,Washington,yes
23046,Class B,2003,Fall,Nebraska,yes
23414,Class A,2003,Summer,Ohio,yes
640,,,,,no
639,,,,,no
628,,,,,no
627,,,,,no
620,,,,,no
617,,,,,no
23496,Class B,2003,Spring,Wisconsin,yes
23581,Class B,2003,Fall,Missouri,yes
24141,Class A,2003,Spring,Ohio,yes
24508,Class B,2003,Summer,Wisconsin,yes
24512,Class A,2003,Winter,Oklahoma,yes
25577,Class B,2003,Spring,Florida,yes
25648,Class B,2003,Fall,California,yes
26036,Class B,2003,Summer,Kentucky,yes
26566,Class A,2003,Fall,New York,yes
28386,Class B,2003,Summer,Idaho,yes
30258,Class A,2003,Fall,Virginia,yes
33611,Class A,2003,Summer,Michigan,yes
34725,Class A,2003,Summer,Kentucky,yes
39825,Class A,2003,Summer,Washington,yes
40035,Class A,2003,Fall,Kansas,yes
41739,Class A,2003,Spring,South Carolina,yes
42885,Class B,2003,Fall,Florida,yes
44404,Class B,2003,Summer,Florida,yes
55376,Class A,2003,Winter,Arkansas,yes
59414,Class B,2003,Summer,Oklahoma,yes
62930,Class A,2003,Summer,Missouri,yes
65789,Class B,2003,Fall,Oregon,yes
7727,Class B,2004,Winter,West Virginia,yes
7771,Class A,2004,Winter,Delaware,yes
7778,Class A,2004,Winter,California,yes
7802,Class B,2004,Winter,Texas,yes
7804,Class A,2004,Winter,California,yes
7864,Class B,2004,Winter,Idaho,yes
7865,Class B,2004,Winter,South Carolina,yes
7904,Class A,2004,Winter,Florida,yes
7963,Class A,2004,Winter,Alaska,yes
619,,,,,no
8130,Class B,2004,Winter,North Dakota,yes
8165,Class A,2004,Winter,North Dakota,yes
8171,Class A,2004,Winter,Alabama,yes
8187,Class B,2004,Winter,New York,yes
8305,Class B,2004,Winter,Pennsylvania,yes
8389,Class A,2004,Spring,Michigan,yes
8420,Class A,2004,Spring,Arkansas,yes
8441,Class A,2004,Winter,Texas,yes
8446,Class A,2004,Spring,Ohio,yes
8450,Class B,2004,Spring,Ohio,yes
8454,Class A,2004,Spring,Georgia,yes
8517,Class A,2004,Spring,Kentucky,yes
8543,Class A,2004,Spring,Oklahoma,yes
8547,Class A,2004,Spring,Texas,yes
8633,Class A,2004,Spring,Pennsylvania,yes
8635,Class B,2004,Spring,Alabama,yes
8735,Class B,2004,Spring,California,yes
8790,Class A,2004,Spring,Texas,yes
8811,Class B,2004,Spring,Oklahoma,yes
8819,Class B,2004,Spring,Arkansas,yes
8832,Class B,2004,Spring,Texas,yes
8843,Class B,2004,Spring,Ohio,yes
8888,Class B,2004,Summer,Oregon,no
8890,Class A,2004,Spring,Missouri,yes
8896,Class B,2004,Summer,California,yes
8905,Class B,2004,Summer,New York,yes
8983,Class A,2004,Summer,North Carolina,yes
8986,Class A,2004,Summer,Oregon,yes
8999,Class A,2004,Spring,Montana,yes
9001,Class B,2004,Summer,Georgia,yes
9012,Class A,2004,Summer,Minnesota,yes
47,,,,,no
9018,Class B,2004,Spring,Colorado,yes
9020,Class B,2004,Summer,Oregon,yes
46,,,,,no
9022,Class B,2004,Summer,Ohio,yes
9042,Class B,2004,Summer,Ohio,yes
9051,Class B,2004,Summer,California,yes
9089,Class A,2004,Summer,Iowa,no
9096,Class B,2004,Summer,Washington,no
9121,Class B,2004,Summer,Washington,yes
9129,Class A,2004,Summer,Ohio,yes
9137,Class A,2004,Summer,Texas,yes
9174,Class A,2004,Summer,Florida,yes
9188,Class A,2004,Summer,Ohio,yes
9204,Class B,2004,Summer,Oregon,no
9212,Class B,2004,Spring,North Carolina,yes
9228,Class A,2004,Summer,New Mexico,yes
9248,Class A,2004,Summer,Oregon,yes
9254,Class A,2004,Summer,Tennessee,yes
9274,Class B,2004,Fall,Texas,yes
9276,Class B,2004,Summer,Oregon,yes
9277,Class A,2004,Summer,Washington,no
9281,Class A,2004,Summer,Ohio,yes
9282,Class A,2004,Fall,Florida,yes
9286,Class A,2004,Summer,Washington,yes
536,,,,,no
9289,Class B,2004,Summer,Oregon,yes
9312,Class A,2004,Summer,Texas,yes
9313,Class B,2004,Summer,New Hampshire,yes
9317,Class A,2004,Summer,Alaska,yes
9352,Class A,2004,Summer,Oregon,yes
9368,Class B,2004,Summer,California,yes
9373,Class A,2004,Summer,Washington,yes
9376,Class A,2004,Summer,Oklahoma,yes
9391,Class B,2004,Fall,Oregon,yes
9439,Class B,2004,Summer,California,yes
9465,Class A,2004,Fall,Georgia,yes
9506,Class B,2004,Fall,Arizona,yes
9510,Class B,2004,Fall,Washington,yes
9534,Class B,2004,Fall,Oregon,yes
9544,Class B,2004,Summer,Michigan,yes
9547,Class B,2004,Spring,Oregon,yes
9555,Class A,2004,Summer,California,yes
9604,Class A,2004,Fall,Oregon,yes
9627,Class B,2004,Fall,Texas,yes
9642,Class A,2004,Spring,Indiana,yes
9694,Class A,2004,Fall,Pennsylvania,yes
9723,Class B,2004,Fall,New York,yes
9766,Class B,2004,Summer,Ohio,yes
9811,Class B,2004,Fall,Washington,yes
747,,,,,no
744,,,,,no
9840,Class A,2004,Fall,Missouri,yes
9853,Class B,2004,Fall,Oklahoma,yes
9862,Class A,2004,Spring,Texas,yes
9867,Class A,2004,Fall,Texas,yes
9869,Class B,2004,Fall,Texas,yes
9873,Class A,2004,Summer,Montana,yes
9885,Class B,2004,Spring,Florida,yes
9898,Class B,2004,Fall,California,yes
9929,Class B,2004,Fall,Washington,yes
9944,Class B,2004,Summer,Washington,yes
9946,Class A,2004,Winter,Washington,yes
9980,Class B,2004,Winter,Wisconsin,yes
9992,Class B,2004,Fall,New Mexico,yes
10006,Class A,2004,Winter,West Virginia,yes
10062,Class B,2004,Winter,Washington,yes
10074,Class A,2004,Summer,Oklahoma,yes
10082,Class A,2004,Winter,Virginia,yes
10091,Class B,2004,Fall,Washington,yes
10114,Class A,2004,Summer,New Mexico,yes
10123,Class A,2004,Winter,Utah,yes
92,,,,,no
71,,,,,no
108,,,,,no
88,,,,,no
10126,Class B,2004,Spring,New Mexico,yes
10284,Class B,2004,Summer,Indiana,yes
10509,Class A,2004,Summer,Washington,yes
10535,Class A,2004,Summer,Illinois,yes
10591,Class A,2004,Winter,Texas,yes
10646,Class B,2004,Fall,Washington,yes
10800,Class B,2004,Fall,Texas,yes
10814,Class A,2004,Winter,Tennessee,yes
10918,Class A,2004,Fall,New Jersey,yes
10960,Class B,2004,Summer,Idaho,yes
11026,Class B,2004,Fall,Wisconsin,yes
11040,Class B,2004,Fall,Washington,yes
11324,Class B,2004,Summer,Utah,yes
11526,Class A,2004,Winter,New Mexico,yes
11554,Class B,2004,Summer,Washington,yes
11616,Class B,2004,Summer,Alaska,yes
11656,Class A,2004,Winter,California,yes
11828,Class B,2004,Summer,West Virginia,yes
12290,Class A,2004,Summer,Mississippi,yes
12388,Class A,2004,Spring,New York,yes
12396,Class B,2004,Summer,Utah,yes
12727,Class B,2004,Fall,Virginia,yes
13038,Class A,2004,Winter,Alaska,yes
13348,Class A,2004,Fall,Oklahoma,yes
13496,Class A,2004,Fall,Texas,yes
13585,Class B,2004,Winter,Connecticut,yes
14112,Class A,2004,Summer,Washington,yes
14243,Class A,2004,Fall,Colorado,yes
14280,Class A,2004,Fall,West Virginia,yes
14739,Class B,2004,Fall,West Virginia,yes
14987,Class B,2004,Spring,Wisconsin,yes
15007,Class A,2004,Fall,Illinois,yes
15144,Class B,2004,Summer,New York,yes
15416,Class B,2004,Summer,Idaho,no
15696,Class B,2004,Winter,Texas,yes
16038,Class B,2004,Summer,Colorado,yes
16661,Class B,2004,Winter,Colorado,yes
16696,Class A,2004,Fall,Arkansas,yes
16734,Class B,2004,Fall,South Carolina,yes
17317,Class B,2004,Summer,Ohio,yes
19073,Class A,2004,Fall,Texas,yes
19589,Class A,2004,Fall,Pennsylvania,yes
19936,Class B,2004,Winter,Michigan,yes
20231,Class B,2004,Spring,Tennessee,yes
22386,Class A,2004,Summer,Nevada,yes
23076,Class A,2004,Spring,Florida,yes
568,,,,,no
23136,Class A,2004,Spring,Arizona,yes
23437,Class A,2004,Fall,West Virginia,yes
24695,Class B,2004,Fall,Michigan,yes
9,,,,,no
734,,,,,no
25154,Class A,2004,Fall,Utah,yes
25913,Class B,2004,Summer,New York,yes
26152,Class B,2004,Spring,California,yes
27028,Class B,2004,Summer,Minnesota,yes
27167,Class A,2004,Winter,Mississippi,yes
27948,Class A,2004,Winter,Arkansas,yes
28526,Class A,2004,Summer,Georgia,yes
29690,Class A,2004,Winter,Utah,yes
30051,Class A,2004,Summer,Washington,yes
30203,Class A,2004,Fall,Illinois,yes
36326,Class A,2004,Summer,Washington,yes
38143,Class B,2004,Spring,Kansas,yes
38870,Class A,2004,Spring,Georgia,yes
42329,Class A,2004,Summer,Alabama,yes
42352,Class A,2004,Fall,Oregon,yes
50212,Class B,2004,Fall,Washington,yes
51317,Class A,2004,Summer,Wisconsin,yes
10234,Class A,2005,Winter,Oklahoma,yes
10279,Class B,2005,Winter,California,yes
10349,Class A,2005,Winter,New Mexico,yes
10357,Class B,2005,Winter,Montana,yes
10407,Class A,2005,Winter,Texas,yes
10422,Class B,2005,Winter,Oklahoma,yes
10446,Class A,2005,Winter,Wisconsin,yes
10501,Class B,2005,Winter,Alabama,yes
10620,Class B,2005,Winter,Minnesota,yes
10623,Class B,2005,Winter,South Carolina,yes
10740,Class B,2005,Winter,Tennessee,yes
10766,Class A,2005,Winter,Ohio,yes
10797,Class B,2005,Spring,Kansas,yes
10863,Class A,2005,Winter,Ohio,yes
10928,Class B,2005,Winter,Oregon,yes
10945,Class A,2005,Spring,West Virginia,yes
11109,Class A,2005,Winter,New Mexico,no
11137,Class B,2005,Spring,Washington,yes
11313,Class B,2005,Spring,Washington,yes
11325,Class A,2005,Spring,Texas,yes
11432,Class B,2005,Spring,West Virginia,yes
11439,Class B,2005,Spring,Texas,yes
11451,Class B,2005,Spring,Texas,yes
11453,Class B,2005,Spring,Missouri,yes
11493,Class B,2005,Spring,Kansas,yes
11632,Class A,2005,Spring,Arkansas,yes
11635,Class B,2005,Spring,Texas,yes
11771,Class A,2005,Spring,Ohio,yes
11786,Class B,2005,Spring,Arkansas,yes
11807,Class B,2005,Spring,Arizona,yes
11831,Class A,2005,Summer,Illinois,yes
81,,,,,no
11837,Class B,2005,Spring,California,yes
11886,Class A,2005,Spring,Oregon,yes
11927,Class B,2005,Winter,Texas,yes
11976,Class B,2005,Summer,New Mexico,yes
11987,Class B,2005,Summer,Texas,yes
12019,Class A,2005,Spring,Oregon,yes
12034,Class A,2005,Summer,Pennsylvania,yes
12065,Class A,2005,Spring,New Jersey,yes
12068,Class B,2005,Spring,Florida,yes
12098,Class B,2005,Spring,Washington,yes
12156,Class B,2005,Summer,Oregon,yes
12157,Class B,2005,Summer,Ohio,yes
12165,Class B,2005,Summer,California,yes
12204,Class A,2005,Summer,Oklahoma,yes
12205,Class A,2005,Summer,South Carolina,yes
12266,Class B,2005,Summer,Arizona,yes
12271,Class B,2005,Summer,New Mexico,yes
12289,Class B,2005,Summer,Utah,yes
12314,Class B,2005,Summer,Texas,yes
12333,Class B,2005,Summer,North Carolina,yes
12351,Class B,2005,Summer,Florida,yes
12383,Class A,2005,Summer,California,yes
12418,Class B,2005,Summer,New Mexico,no
12439,Class A,2005,Spring,Illinois,yes
12482,Class A,2005,Summer,Nebraska,yes
12510,Class B,2005,Summer,Washington,yes
12518,Class B,2005,Summer,California,yes
12523,Class B,2005,Summer,Washington,yes
12562,Class A,2005,Summer,North Dakota,yes
12594,Class B,2005,Summer,Washington,yes
12601,Class B,2005,Fall,Maryland,yes
12655,Class B,2005,Spring,Washington,yes
12689,Class A,2005,Fall,Washington,yes
406,,,,,no
12795,Class B,2005,Fall,Arizona,yes
12802,Class B,2005,Fall,Colorado,yes
12815,Class B,2005,Spring,Tennessee,yes
12818,Class B,2005,Fall,California,yes
12824,Class B,2005,Fall,Arkansas,yes
12836,Class B,2005,Fall,Illinois,yes
232,,,,,no
12858,Class B,2005,Fall,Texas,yes
12862,Class B,2005,Fall,West Virginia,yes
12876,Class B,2005,Fall,Washington,yes
12903,Class B,2005,Winter,Florida,no
12904,Class B,2005,Summer,Colorado,yes
12913,Class A,2005,Summer,Idaho,yes
12915,Class B,2005,Fall,New Mexico,yes
12994,Class A,2005,Fall,New Mexico,yes
12997,Class B,2005,Summer,Washington,yes
13049,Class A,2005,Fall,Minnesota,yes
13063,Class B,2005,Winter,Washington,yes
13070,Class B,2005,Fall,Illinois,yes
13070,Class B,2005,Fall,Illinois,yes
13083,Class B,2005,Spring,West Virginia,yes
13115,Class A,2005,Fall,Washington,yes
13141,Class B,2005,Summer,West Virginia,yes
13178,Class B,2005,Winter,Georgia,yes
13183,Class B,2005,Summer,Washington,yes
13211,Class A,2005,Winter,Arkansas,yes
13237,Class A,2005,Winter,West Virginia,yes
13285,Class A,2005,Fall,Vermont,yes
13286,Class B,2005,Winter,Arkansas,yes
13289,Class A,2005,Summer,Kentucky,yes
13298,Class A,2005,Fall,Florida,yes
13312,Class B,2005,Fall,West Virginia,yes
13345,Class B,2005,Summer,Vermont,yes
749,,,,,no
569,,,,,no
360,,,,,no
13350,Class A,2005,Winter,Louisiana,yes
13362,Class B,2005,Summer,California,yes
13487,Class B,2005,Fall,Washington,no
13503,Class B,2005,Summer,Washington,yes
13514,Class A,2005,Summer,Florida,yes
13515,Class A,2005,Winter,New Jersey,yes
13699,Class B,2005,Fall,Colorado,yes
13721,Class B,2005,Fall,Washington,yes
14035,Class B,2005,Winter,New York,yes
14305,Class A,2005,Spring,Washington,yes
14350,Class A,2005,Fall,Washington,yes
14373,Class B,2005,Fall,New York,yes
14714,Class A,2005,Winter,Wyoming,yes
14732,Class B,2005,Summer,Utah,yes
14891,Class B,2005,Spring,Oregon,yes
15039,Class B,2005,Spring,California,yes
15088,Class B,2005,Summer,Ohio,yes
15206,Class B,2005,Fall,Idaho,no
15747,Class B,2005,Summer,Oregon,yes
15821,Class A,2005,Summer,California,yes
15844,Class B,2005,Fall,Illinois,yes
15876,Class B,2005,Summer,Ohio,yes
16397,Class B,2005,Summer,Arizona,yes
17480,Class A,2005,Summer,Alabama,yes
17644,Class A,2005,Fall,Florida,yes
17847,Class B,2005,Fall,Washington,yes
18174,Class A,2005,Summer,Kentucky,yes
18737,Class B,2005,Spring,Florida,yes
19129,Class B,2005,Spring,Georgia,yes
19804,Class B,2005,Fall,Colorado,yes
20306,Class B,2005,Summer,California,yes
20780,Class B,2005,Winter,Nevada,yes
21354,Class A,2005,Summer,California,yes
390,,,,,no
21659,Class B,2005,Summer,Washington,yes
21839,Class A,2005,Fall,Montana,yes
21879,Class A,2005,Summer,Florida,yes
22074,Class B,2005,Fall,Florida,yes
22813,Class B,2005,Summer,Georgia,yes
23062,Class B,2005,Summer,Washington,yes
23170,Class B,2005,Spring,Washington,yes
23264,Class A,2005,Fall,Utah,yes
23305,Class B,2005,Fall,Colorado,yes
23330,Class B,2005,Summer,Connecticut,yes
23399,Class B,2005,Spring,Florida,yes
23509,Class B,2005,Fall,Minnesota,yes
23686,Class A,2005,Fall,Missouri,yes
23701,Class B,2005,Summer,Georgia,yes
24334,Class A,2005,Winter,North Carolina,yes
24356,Class B,2005,Spring,Ohio,yes
24529,Class A,2005,Spring,Texas,yes
24586,Class B,2005,Summer,Florida,yes
24772,Class A,2005,Fall,Washington,yes
24879,Class A,2005,Summer,Missouri,yes
25702,Class B,2005,Summer,Kentucky,yes
25715,Class A,2005,Summer,Ohio,yes
26306,Class B,2005,Fall,Missouri,yes
26369,Class A,2005,Winter,Ohio,yes
27206,Class A,2005,Fall,Oklahoma,yes
27568,Class A,2005,Winter,Alabama,yes
27587,Class B,2005,Fall,Florida,yes
28533,Class A,2005,Fall,Illinois,yes
28575,Class A,2005,Spring,Kentucky,yes
29013,Class A,2005,Winter,Utah,yes
30004,Class A,2005,Fall,Georgia,yes
30058,Class A,2005,Winter,Colorado,yes
31005,Class A,2005,Summer,Tennessee,yes
32536,Class B,2005,Fall,Washington,yes
35616,Class B,2005,Summer,Michigan,yes
40534,Class B,2005,Spring,Virginia,yes
43145,Class B,2005,Fall,Michigan,yes
47460,Class A,2005,Winter,West Virginia,yes
47649,Class A,2005,Summer,Illinois,yes
48811,Class A,2005,Fall,Kentucky,yes
13494,Class A,2006,Winter,Mississippi,yes
573,,,,,no
13549,Class B,2006,Winter,California,yes
13597,Class B,2006,Winter,Oregon,no
13714,Class A,2006,Winter,Pennsylvania,yes
13773,Class B,2006,Winter,Arizona,yes
13828,Class B,2006,Winter,Idaho,yes
14021,Class A,2006,Winter,Florida,yes
14100,Class B,2006,Spring,Florida,yes
14150,Class B,2006,Spring,Missouri,yes
14154,Class A,2006,Winter,South Carolina,yes
14181,Class B,2006,Spring,Florida,yes
14383,Class B,2006,Spring,Tennessee,yes
14508,Class B,2006,Spring,Arizona,yes
14611,Class B,2006,Spring,South Carolina,yes
14638,Class A,2006,Spring,Texas,yes
14719,Class B,2006,Spring,Florida,yes
14795,Class B,2006,Summer,Texas,yes
14802,Class B,2006,Summer,Illinois,yes
14845,Class B,2006,Summer,Indiana,yes
14872,Class A,2006,Summer,Illinois,yes
